"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"IV01_RV1"	"IV02_01"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"DV01_01"	"DV01_01a"	"DV02_01"	"DV02_01a"	"DV03_01"	"DV04_01"	"DV05_01"	"DV05_01a"	"DV06_01"	"DV06_01a"	"DV07_01"	"DV07_02"	"DV08_01"	"DV08_02"	"DV09_01"	"DV09_02"	"DV10_01"	"DV10_02"	"DV11_01"	"DV11_02"	"DV12_01"	"DV12_02"	"DM01_01"	"DM02"	"DM03"	"DM04"	"DM05"	"DM06_01"	"DM07_01"	"DM08"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
176			"base"	"interview"	2020-07-27 11:16:27	2	62	"5eca88ae199b1004ae7ef331"	"Forced4Forced1Forced2Forced2Forced4Forced2Forced2Forced1Forced1Forced2Forced2Forced4Forced2Forced2Forced2Forced3DV"	1	2466	1	3187	1	2047	1	926	1	1711	1	1584	1	1461	1	1506	1	1073	1	1090	1	1253	1	1284	1	1203	1	865	1	1420	1	1393	1	3926	2	8037	26	76	1	4892	2	14693			24	76	41	26	61	76	51	76	51	81	"5eca88ae199b1004ae7ef331"	4	1	2	4	"Belgian"	"Dutch"	2	48	25	8	18	2	7	8	28	16	42	19	5	13	6	26	8	21	290		2020-07-27 11:21:27	T	F	18	18	0	0	0.95	13
177			"base"	"interview"	2020-07-27 11:16:28	2	24	"5ef3015a5a5e5900084a0c74"	"Forced4Forced4Forced4Forced2Forced3Forced4Forced2Forced3Forced1Forced3Forced2Forced4Forced4Forced4Forced4Forced4DV"	1	3269	1	2783	1	5060	1	3491	1	1625	1	2024	1	2496	1	2328	1	1375	1	1307	1	1576	1	1489	1	642	1	981	1	656	1	699	2	7620	1	7193	73	25	1	6322	2	5023	90	4			34	81	7	71	75	101	11	68	"5ef3015a5a5e5900084a0c74"	3	1	2	3	"Poland"	"Polish"	1	13	5	2	9	7	24	8	6	7	27	14	8	6	6	17	11	47	217		2020-07-27 11:20:05	T	F	18	18	0	0	1.32	26
178			"base"	"interview"	2020-07-27 11:16:31	2	3	"5eed2e5c2c93d5142aa8fc0e"	"Forced4Forced3Forced3Forced3Forced4Forced2Forced3Forced1Forced1Forced4Forced3Forced3Forced3Forced3Forced1Forced3DV"	1	16069	1	6281	1	3653	1	5546	1	3257	1	7750	1	3841	1	3432	1	2073	1	3381	1	1515	1	2104	1	1686	1	2586	1	2334	1	1951	2	15661	1	10047	52	52	2	13989	1	24319	51	81			51	81	51	21	81	81	81	81	"5eed2e5c2c93d5142aa8fc0e"	28	2	2	2	"british"	"english"	2	47	40	10	8	37	26	17	43	15	60	27	11	38	25	44	23	27	397		2020-07-27 11:24:49	T	F	18	18	0	0	0.49	0
179			"base"	"interview"	2020-07-27 11:16:32	2	20	"5f18a057975d4c09b4bd4b53"	"Forced4Forced4Forced4Forced4Forced4Forced4Forced2Forced3Forced2Forced1Forced4Forced4Forced4Forced3Forced2Forced3DV"	1	3258	1	2209	1	1548	1	10655	1	1199	-9	-1	1	2487	1	1465	1	736	1	1916	1	397	1	590	1	1657	1	1106	1	666	1	819	2	7556	1	4465	71	36	2	6093	1	5592	18	91			38	78	76	62	81	81	74	78	"5f18a057975d4c09b4bd4b53"	1	1	2	2	"Polish"	"Polish"	1	51	8	3	5	6	37	8	13	7	34	8	5	9	6	14	12	27	225		2020-07-27 11:20:45	T	F	18	18	3	2	1.2	16
181			"base"	"interview"	2020-07-27 11:16:33	2	11	"5e3de55071cf2606b45c50a6"	"Forced1Forced3Forced4Forced3Forced3Forced3Forced1Forced3Forced3Forced3Forced4Forced3Forced4Forced3Forced2Forced1DV"	1	3455	1	3395	1	3207	1	702	1	1006	1	2207	1	10150	1	1015	1	20104	1	865	1	814	1	1234	1	501	1	1114	1	1609	1	1216	2	8218	2	5223	64	48	1	11298	2	4684	75	60			55	35	40	79	101	45	101	58	"5e3de55071cf2606b45c50a6@email.prolific.co"	18	2	2	3	"British citizen"	"English punjabi"	2	11	79	18	3	38	6	9	39	12	30	14	6	17	6	22	12	28	260		2020-07-27 11:22:23	T	F	18	18	0	0	0.97	12
182			"base"	"interview"	2020-07-27 11:16:33	2	60	"5e776b702020a32d337d454a"	"Forced4Forced2Forced4Forced4Forced2Forced2Forced3Forced3Forced3Forced4Forced4Forced4Forced4Forced4Forced1Forced4DV"	1	3022	1	1388	1	1480	1	1492	1	811	1	1114	1	1727	1	582	1	653	1	905	1	746	1	721	1	645	1	733	1	1430	1	1046	1	2493	2	5331	21	76	1	2532	1	15856			17	65	65	57	18	43	23	28	88	67	"5e776b702020a32d337d454a"	4	1	2	4	"Porutugese"	"Portuguese"	1	17	3	2	6	5	16	6	9	17	21	13	3	4	4	13	6	9	143		2020-07-27 11:19:07	T	F	18	18	0	0	1.64	46
183			"base"	"interview"	2020-07-27 11:16:37	2	63	"5a6d19049d65ec00017e9964"	"Forced1Forced3Forced3Forced1Forced2Forced3Forced3Forced3Forced4Forced3Forced3Forced4Forced3Forced4Forced1Forced3DV"	1	3717	1	2487	1	1510	1	1761	1	3895	1	736	1	639	1	605	1	3275	1	640	1	735	1	539	1	368	1	159	1	1637	1	663	2	2467	1	6620	89	25	2	1500	2	5020			26	12	75	85	24	18	82	82	77	80	"5a6d19049d65ec00017e9964"	9	1	2	4	"Greek"	"Russian"	1	7	1	12	4	15	6	7	13	6	44	12	3	5	2	19	7	12	175		2020-07-27 11:19:32	T	F	18	18	0	0	1.56	58
184			"base"	"interview"	2020-07-27 11:16:39	2	1	"5dca9f77a29c2477011e36e7"	"Forced2Forced1Forced1Forced1Forced2Forced1Forced1Forced1Forced4Forced1Forced1Forced3Forced2Forced3Forced3Forced1DV"	1	5842	1	3854	1	2439	1	2804	1	2437	1	2696	1	2502	1	1218	1	1992	1	2297	1	1271	1	1939	1	1069	1	2119	1	1279	1	1304	2	11594	1	7250	61	46	2	4798	1	5062	69	86			66	81	31	16	50	66	71	71	"5dca9f77a29c2477011e36e7"	18	1	2	4	"British"	"English"	1	23	14	25	12	7	3	12	11	5	36	26	8	10	6	24	8	20	250		2020-07-27 11:20:49	T	F	18	18	0	0	1.04	9
185			"base"	"interview"	2020-07-27 11:16:41	2	56	"5ed225b7b49d48185e9e56ae"	"Forced3Forced2Forced4Forced3Forced4Forced4Forced2Forced4Forced4Forced4Forced1Forced4Forced4Forced3Forced2Forced4DV"	1	7400	1	1802	1	4929	1	2562	1	1094	1	6968	1	3011	1	1090	1	922	1	1044	1	1134	1	835	1	742	1	827	1	763	1	662	2	2774	1	5198	57	52	2	2269	1	4788			59	42	43	49	46	53	24	26	24	24	"5ed225b7b49d48185e9e56ae"	5	2	2	3	"British"	"English"	2	47	30	2	6	14	26	5	8	5	10	8	3	6	3	9	9	15	206		2020-07-27 11:20:07	T	F	18	18	0	0	1.49	35
186			"base"	"interview"	2020-07-27 11:16:44	2	37	"5f04d9664237b67b37f8851a"	"Forced2Forced3Forced2Forced1Forced1Forced2Forced1Forced3Forced1Forced1Forced1Forced1Forced1Forced1Forced3Forced4DV"	1	2911	1	2038	1	2728	1	1961	1	649	1	1040	1	626	1	868	1	724	1	1397	1	557	1	1230	1	3094	1	600	1	1321	1	915	1	15722	2	4573	40	65	1	3446	1	3925			73	12	24	85	85	22	74	77	72	80	"5f04d9664237b67b37f8851a"	8	1	2	4	"Poland"	"Polish"	1	15	2	15	10	6	2	5	11	5	118	9	16	4	4	91	43	17	171		2020-07-27 11:22:57	T	F	18	18	0	0	1.3	44
187			"base"	"interview"	2020-07-27 11:16:46	2	26	"5d1a23bd19d2ed0017e21a65"	"Forced1Forced2Forced2Forced2Forced2Forced1Forced4Forced2Forced1Forced2Forced2Forced4Forced3Forced2Forced2Forced4DV"	1	4539	1	3068	1	1562	1	962	1	3037	1	491	1	2832	1	814	1	828	1	730	1	883	1	1795	1	1275	1	628	1	458	1	547	1	6245	2	6569	36	66	1	3350	2	4737	41	21			34	21	67	81	81	71	76	71	"5d1a23bd19d2ed0017e21a65"	2	1	2	2	"Italian"	"Italian, Mandarin Chinese"	2	32	26	8	18	2	7	7	11	4	25	14	7	10	5	29	9	26	240		2020-07-27 11:20:47	T	F	18	18	0	0	1.1	16
188			"base"	"interview"	2020-07-27 11:16:46	2	22	"5e92f26b444572122fdfe44d"	"Forced4Forced1Forced2Forced3Forced2Forced2Forced2Forced2Forced4Forced2Forced1Forced2Forced2Forced1Forced2Forced4DV"	1	12142	1	2877	1	9090	1	1120	1	1030	1	856	1	778	1	2668	1	950	1	1200	1	3283	1	1831	1	1022	1	1528	1	1419	1	1971	1	5624	2	4744	36	77	1	3557	2	4532	51	23			44	21	41	67	34	16	33	34	"5e92f26b444572122fdfe44d"	16	1	2	5	"Portuguese"	"Portuguese"	2	69	30	10	26	1	16	7	12	4	26	15	5	4	6	27	7	20	285		2020-07-27 11:21:31	T	F	18	18	0	0	1.11	31
189			"base"	"interview"	2020-07-27 11:16:51	2	55	"5ca605416df02d0012998d29"	"Forced3Forced3Forced4Forced1Forced3Forced3Forced1Forced3Forced1Forced3Forced3Forced3Forced4Forced3Forced4Forced2DV"	1	4864	1	4696	1	3963	1	2468	1	1709	1	1454	1	2450	1	1475	1	1851	1	1842	1	1729	1	3070	1	1419	1	1342	1	1511	1	1995	1	5492	2	32926	36	61	1	5509	1	16418			41	66	76	61	51	61	71	66	66	66	"5ca605416df02d0012998d29"	10	1	2	4	"Italian"	"Italian"	1	16	37	9	3	28	10	33	28	17	84	26	6	18	6	29	15	37	315		2020-07-27 11:23:33	T	F	18	18	0	0	0.8	8
190			"base"	"interview"	2020-07-27 11:16:53	2	45	"5bbc94bc4b3b020001ba5f93"	"Forced2Forced2Forced3Forced2Forced1Forced1Forced1Forced1Forced3Forced1Forced1Forced3Forced1Forced1Forced4Forced1DV"	1	4876	1	2421	1	5121	1	3062	1	3080	1	1482	1	936	1	1597	1	2500	1	1654	1	1368	1	1653	1	2250	1	2456	1	2994	1	2123	2	3320	1	6044	75	31	2	3135	1	4517			101	34	68	32	66	21	45	68	45	48	"5bbc94bc4b3b020001ba5f93"	15	2	2	4	"British"	"English"	1	15	73	25	12	11	3	7	13	5	37	11	4	8	4	13	11	9	204		2020-07-27 11:21:14	T	F	18	18	0	0	1.22	17
191			"base"	"interview"	2020-07-27 11:16:59	2	23	"5ee371f223d575047be7cec6"	"Forced3Forced3Forced3Forced3Forced1Forced1Forced3Forced3Forced2Forced4Forced4Forced4Forced3Forced3Forced1Forced3DV"	1	4082	1	10230	1	2368	1	23826	1	1682	1	1232	1	3189	1	791	1	2308	1	1536	1	2778	1	1236	1	4765	1	2107	1	881	1	917	2	12973	1	3144	65	43	1	6347	2	6318	26	51			3	3	3	3	3	3	3	3	"5ee371f223d575047be7cec6"	23	2	2	3	"British"	"English"	1	19	3	6	3	59	8	14	6	7	23	13	4	5	8	17	10	9	164		2020-07-27 11:20:34	T	F	18	18	0	0	1.42	32
192			"base"	"interview"	2020-07-27 11:17:00	2	8	"550b272afdf99b3946e13443"	"Forced3Forced2Forced4Forced4Forced4Forced3Forced3Forced4Forced1Forced4Forced4Forced2Forced4Forced4Forced2Forced4DV"	1	6271	1	3160	1	3020	1	1763	1	1271	1	993	1	863	1	737	1	1529	1	1182	1	1557	1	1343	1	1058	1	995	1	1701	1	1067	1	2805	2	2027	36	62	1	2068	2	3944	45	21			14	10	71	76	7	7	12	11	"550b272afdf99b3946e13443"	20	2	2	2	"BRITISH WHITE"	"ENGLISH"	2	19	11	2	8	11	19	4	5	3	18	7	3	4	5	40	11	12	182		2020-07-27 11:20:02	T	F	18	18	0	0	1.57	37
193			"base"	"interview"	2020-07-27 11:17:03	2	50	"5ea9b26bafce3f0f11fdd2d7"	"Forced1Forced2Forced4Forced2Forced1Forced2Forced2Forced2Forced4Forced2Forced1Forced2Forced2Forced4Forced2Forced3DV"	1	3848	1	2178	1	1917	1	1692	1	1527	1	1101	1	824	1	869	1	936	1	1315	1	861	1	840	1	621	1	813	1	739	1	1414	2	3369	1	6028	79	35	2	5237	2	4791			83	65	21	40	77	61	84	87	94	77	"5ea9b26bafce3f0f11fdd2d7"	15	1	2	5	"Denmark"	"Danish"	1	8	18	9	16	2	5	7	6	6	33	12	4	6	6	16	9	15	178		2020-07-27 11:20:01	T	F	18	18	0	0	1.4	28
194			"base"	"interview"	2020-07-27 11:17:05	3	51	"5c6af9fae101fb00014fae46"	"Forced4Forced4Forced1Forced3Forced3Forced3Forced3Forced4Forced3Forced3Forced3Forced3Forced1Forced2Forced1Forced3DV"	1	1781	1	1296	1	1739	1	2013	1	1217	1	1175	1	1118	1	1236	1	883	1	1057	1	1114	1	783	1	1134	1	911	1	892	1	1158	1	2357	2	4471	21	79	1	2708	2	4242			16	70	83	27	10	40	46	20	49	16	"5c6af9fae101fb00014fae46"	17	2	1	4	"British"	"English"	2	173	18	5	2	16	7	5	10	5	21	7	3	6	4	13	8	15	174		2020-07-27 11:22:23	T	F	18	18	0	0	1.4	28
195			"base"	"interview"	2020-07-27 11:17:06	3	8	"5e5270a44b7e8c2806cdc072"	"Forced4Forced4Forced3Forced3Forced4Forced4Forced4Forced3Forced4Forced2Forced2Forced4Forced4Forced2Forced4Forced1DV"	1	6859	1	4899	1	4692	1	2417	1	2803	1	1952	1	1510	1	1990	1	5340	1	2630	1	1996	1	2091	1	1896	1	2003	1	2243	1	2156	1	5215	2	4035	1	89	1	3758	2	4674	101	15			88	41	48	101	101	87	84	32	"5e5270a44b7e8c2806cdc072"	2	2	2	3	"hungarian"	"hungarian"	1	113	15	2	9	11	35	6	12	4	29	12	4	14	5	19	14	22	242		2020-07-27 11:22:32	T	F	18	18	0	0	1.07	15
196			"base"	"interview"	2020-07-27 11:17:08	2	51	"5e9757d83b0f220c5a60777d"	"Forced3Forced4Forced1Forced3Forced3Forced3Forced3Forced3Forced3Forced1Forced3Forced4Forced3Forced4Forced2Forced1DV"	1	2868	1	3363	1	2394	1	1793	1	22650	1	939	1	838	1	685	1	765	1	6000	1	876	1	3178	1	1147	1	1126	1	3581	1	2659	2	15969	1	9609	81	31	2	6566	2	9062			11	76	71	31	31	51	21	21	21	31	"5e9757d83b0f220c5a60777d"	1	2	2	2	"Polish"	"Polish"	1	75	12	13	5	37	11	10	24	10	64	48	17	27	7	42	10	52	366		2020-07-27 11:24:52	T	F	18	18	0	0	0.67	4
197			"base"	"interview"	2020-07-27 11:17:08	2	19	"5c607da00edbd90001e20440"	"Forced3Forced3Forced3Forced3Forced4Forced3Forced3Forced2Forced3Forced3Forced3Forced1Forced4Forced4Forced1Forced1DV"	1	2931	1	1818	1	1830	1	1048	1	2485	1	1890	1	1328	1	3050	1	1957	1	1820	1	1524	1	1799	1	1522	1	1419	1	1538	1	1098	2	3026	1	3582	80	23	2	9829	2	8931	9	84			20	81	81	29	50	84	74	72	"5c607da00edbd90001e20440"	20	2	2	3	"british"	"english"	1	21	11	7	3	22	7	3	7	10	17	6	4	4	10	10	10	21	173		2020-07-27 11:20:01	T	F	18	18	0	0	1.52	30
198			"base"	"interview"	2020-07-27 11:17:09	2	54	"5ea9696eb6189b057bdda19f"	"Forced2Forced4Forced4Forced2Forced2Forced2Forced2Forced2Forced2Forced2Forced2Forced1Forced4Forced1Forced3Forced1DV"	1	21954	1	6017	1	2037	1	1372	1	1045	1	959	1	1195	1	1099	1	787	1	884	1	757	1	1325	1	1168	1	1903	1	1867	1	1326	1	11852	1	8691	-9	-9	2	5523	1	7856			89	96	21	11	91	99	101	101	101	101	"5ea9696eb6189b057bdda19f"	2	2	2	4	"Greek"	"Greek"	1	23	33	7	37	2	12	10	11	9	36	12	13	6	6	13	11	20	253		2020-07-27 11:21:30	T	F	18	18	5	5	1.04	15
199			"base"	"interview"	2020-07-27 11:17:15	2	2	"5e9485e69ad2942e20bc5b4c"	"Forced4Forced2Forced2Forced4Forced2Forced4Forced2Forced2Forced3Forced2Forced2Forced1Forced2Forced2Forced1Forced1DV"	1	4616	1	3388	1	2277	1	1942	1	1006	1	1544	1	1067	1	617	1	1155	1	963	1	687	1	1171	1	561	1	2641	1	839	1	2275	1	18368	2	7393	-9	-9	1	7775	1	23377	55	84			54	50	32	41	101	88	94	78	"5e9485e69ad2942e20bc5b4c"	1	1	2	3	"Poland"	"Polish "	1	10	31	6	19	2	12	19	5	9	39	11	8	63	24	10	37	32	238		2020-07-27 11:22:53	T	F	18	18	5	5	1.08	24
200			"base"	"interview"	2020-07-27 11:17:17	2	13	"5ebf1f4656bdfc2ffed28ee8"	"Forced2Forced1Forced2Forced3Forced2Forced4Forced3Forced1Forced1Forced1Forced1Forced1Forced1Forced1Forced3Forced1DV"	1	2916	1	3763	1	2398	1	2434	1	2213	1	2389	1	1829	1	1794	1	1895	1	1806	1	1365	1	2374	1	4523	1	2045	1	3848	1	1102	2	12465	1	4422	81	21	2	6087	1	10602	41	76			61	41	61	41	41	36	31	31	"5ebf1f4656bdfc2ffed28ee8"	1	1	2	1	"Poland"	"Polish"	2	60	28	28	9	9	3	13	15	7	85	38	5	12	11	40	25	33	329		2020-07-27 11:24:18	T	F	18	18	0	0	0.76	5
201			"base"	"interview"	2020-07-27 11:17:32	3	55	"5c85277a2421a3001142e5e3"	"Forced1Forced3Forced1Forced3Forced3Forced3Forced1Forced3Forced4Forced3Forced2Forced4Forced3Forced3Forced4Forced3DV"	1	8063	1	6121	1	7030	1	7111	1	2839	1	1839	1	6815	1	2201	1	6843	1	1643	1	6450	1	3516	1	1217	1	1134	1	1438	1	1073	2	4047	1	11574	85	26	2	3903	1	9757			11	16	87	83	11	13	85	85	32	29	"5c85277a2421a3001142e5e3"	30	2	2	3	"British"	"English"	1	113	42	24	8	31	14	13	19	10	46	24	5	9	5	28	18	24	349		2020-07-27 11:24:45	T	F	18	18	0	0	0.67	1
202			"base"	"interview"	2020-07-27 11:17:36	2	42	"5ea44accfc11ed3ea0775fd5"	"Forced1Forced2Forced4Forced2Forced1Forced4Forced2Forced2Forced2Forced2Forced2Forced4Forced1Forced3Forced2Forced2DV"	1	5653	1	2239	1	1953	1	1445	1	1592	1	1180	1	1192	1	1078	1	1093	1	3888	1	2680	1	1380	1	1095	1	1254	1	1234	1	791	2	5206	1	6216	99	21	2	3051	1	5422			90	34	20	84	73	33	87	90	93	88	"5ea44accfc11ed3ea0775fd5"	2	2	2	4	"Portuguese"	"Portuguese"	1	17	11	11	25	3	7	7	13	7	32	11	7	6	5	15	10	21	208		2020-07-27 11:21:04	T	F	18	18	0	0	1.19	14
203			"base"	"interview"	2020-07-27 11:17:36	2	35	"5eac357b37aec507ea7a127f"	"Forced3Forced1Forced2Forced3Forced4Forced3Forced1Forced4Forced4Forced1Forced3Forced3Forced3Forced3Forced3Forced3DV"	1	2640	1	2006	1	1852	1	1257	1	1545	1	1050	1	1150	1	900	1	881	1	816	1	779	1	3115	1	605	1	550	1	554	1	601	2	14792	1	9286	71	69	2	3320	1	4287			55	71	45	61	56	36	36	35	36	36	"5eac357b37aec507ea7a127f"	22	1	2	3	"British"	"English"	1	10	13	6	3	18	5	10	9	5	29	38	16	7	4	28	17	19	201		2020-07-27 11:21:33	T	F	18	18	0	0	1.24	20
204			"base"	"interview"	2020-07-27 11:17:44	2	36	"5ef90b59308099688e8d096c"	"Forced4Forced4Forced4Forced2Forced4Forced4Forced4Forced3Forced3Forced2Forced4Forced4Forced3Forced1Forced4Forced2DV"	1	39380	1	1841	1	776	1	2924	1	5083	1	1113	1	1153	1	2620	1	864	1	1232	1	1327	1	605	1	1180	1	1851	1	1158	1	1135	2	4197	1	6688	71	31	2	8453	1	5505			-9	101	22	52	14	82	41	101	61	70	"5ef90b59308099688e8d096c"	12	2	2	4	"British "		1	23	8	2	7	7	59	7	8	7	68	12	5	29	9	47	13	24	264		2020-07-27 11:23:19	T	F	18	18	5	5	1.07	18
205			"base"	"interview"	2020-07-27 11:17:45	2	44	"5efe92d5844ec83ad1665a2b"	"Forced2Forced1Forced4Forced4Forced3Forced2Forced4Forced4Forced4Forced4Forced4Forced3Forced4Forced2Forced4Forced3DV"	1	9998	1	5741	1	4638	1	2791	1	4578	1	2514	1	1539	1	827	1	824	1	759	1	2689	1	814	1	753	1	1442	1	1073	1	626	1	4839	2	10756	32	64	1	3501	2	5727			23	68	55	18	31	64	85	90	50	81	"5efe92d5844ec83ad1665a2b"	13	1	2	4	"Lithuania"	"Lithuanian"	1	30	16	7	19	8	25	12	40	7	88	19	6	7	5	18	14	27	264		2020-07-27 11:23:33	T	F	18	18	0	0	0.81	2
206			"base"	"interview"	2020-07-27 11:17:46	3	18	"5f158c32e7648703e8df8f72"	"Forced1Forced2Forced2Forced4Forced2Forced4Forced4Forced2Forced2Forced1Forced2Forced2Forced2Forced2Forced3Forced1DV"	1	3582	1	2687	1	1427	1	4196	1	1312	1	758	1	995	1	1772	1	1508	1	2277	1	1142	1	940	1	738	1	534	1	1066	1	848	2	6317	1	2824	82	34	2	5459	2	5802	18	61			37	55	61	62	66	73	58	38	"5f158c32e7648703e8df8f72"	8	2	2	5	"Polish"	"Polish"	2	76	39	9	18	2	8	7	11	6	55	15	4	10	6	36	11	29	342		2020-07-27 11:23:28	T	F	18	18	0	0	0.97	12
207			"base"	"interview"	2020-07-27 11:17:52	2	53	"5b881d46a55bb900018b07ca"	"Forced3Forced1Forced3Forced1Forced2Forced1Forced1Forced2Forced1Forced3Forced1Forced1Forced1Forced4Forced1Forced2DV"	1	7620	1	3342	1	2211	1	5561	1	3723	1	2734	1	3114	1	2431	1	3937	1	1851	1	1599	1	1233	1	1891	1	1337	1	1001	1	1059	2	5520	1	5508	101	1	2	3754	1	7108			-9	100	35	95	66	40	82	99	87	81	"5b881d46a55bb900018b07ca"	10	1	2	6	"Portuguese"	"Portuguese"	2	56	47	33	9	13	2	6	7	8	23	8	6	10	4	11	11	18	272		2020-07-27 11:22:24	T	F	18	18	3	2	1.16	20
208			"base"	"interview"	2020-07-27 11:17:54	2	21	"5ec69dd07a32d209b1f45144"	"Forced1Forced1Forced1Forced3Forced1Forced3Forced1Forced1Forced3Forced2Forced1Forced2Forced4Forced1Forced2Forced1DV"	1	7108	1	3333	1	6662	1	3208	1	3412	1	1912	1	1846	1	1678	1	2401	1	3047	1	1156	1	922	1	1919	1	2281	1	918	1	836	1	6563	2	3400	46	57	2	8059	2	3846	69	42			72	47	26	42	49	50	46	46	"5ec69dd07a32d209b1f45144"	17	2	1	4	"UK"	"English"	1	54	6	38	7	9	2	8	11	9	17	10	5	6	5	11	17	18	233		2020-07-27 11:21:48	T	F	18	18	0	0	1.28	23
209			"base"	"interview"	2020-07-27 11:17:56	2	16	"5c375c4cb370d2000144e00b"	"Forced3Forced3Forced4Forced4Forced2Forced2Forced4Forced4Forced4Forced1Forced4Forced4Forced4Forced2Forced4Forced3DV"	1	4592	1	3473	1	3882	1	1137	1	4380	1	731	1	1807	1	688	1	514	1	1574	1	1159	1	575	1	707	1	939	1	838	1	810	2	28062	1	7724	61	46	2	12467	1	9710	31	41			81	81	21	21	91	91	91	91	"5c375c4cb370d2000144e00b"	28	2	2	5	"Spanish"	"Spanish, German"	1	29	19	3	9	11	19	29	16	14	59	23	9	14	11	40	12	31	328		2020-07-27 11:23:44	T	F	18	18	0	0	0.79	6
210			"base"	"interview"	2020-07-27 11:17:57	2	18	"5eda4380f8482906740f166f"	"Forced2Forced2Forced2Forced4Forced2Forced1Forced1Forced1Forced2Forced2Forced4Forced2Forced3Forced2Forced4Forced2DV"	1	15119	1	2750	1	4046	1	5764	1	3151	1	3626	1	1291	1	1588	1	3332	1	1251	1	2445	1	1879	1	2255	1	1663	1	1646	1	1110	1	12143	1	5261	50	53	2	5406	2	5267	16	58			24	37	64	37	17	17	16	13	"5eda4380f8482906740f166f"	31	1	2	6	"UK"	"English"	2	39	17	9	41	3	11	13	7	6	21	6	6	7	6	13	14	12	199		2020-07-27 11:21:48	T	F	18	18	0	0	1.21	16
211			"base"	"interview"	2020-07-27 11:17:57	2	7	"5c1542a9caaaa50001b6e0e0"	"Forced3Forced4Forced3Forced4Forced3Forced3Forced3Forced4Forced3Forced2Forced1Forced1Forced3Forced3Forced1Forced3DV"	1	2413	1	2786	1	759	1	2951	1	705	1	988	1	907	1	7254	1	21968	1	1583	1	772	1	536	1	1269	1	472	1	752	1	701	2	8479	1	6826	80	43	2	9886	2	7280	40	62			53	73	50	68	79	91	81	88	"5c1542a9caaaa50001b6e0e0"	14	1	2	4	"Greece"	"Greek"	1	7	20	4	2	36	16	9	7	11	21	12	7	13	8	32	7	15	227		2020-07-27 11:21:44	T	F	18	18	0	0	1.25	30
212			"base"	"interview"	2020-07-27 11:17:59	2	29	"5bf96547ab02ea000169bd7f"	"Forced4Forced1Forced3Forced1Forced1Forced2Forced1Forced2Forced1Forced3Forced1Forced3Forced1Forced2Forced1Forced1DV"	1	2470	1	3479	1	18112	1	1402	1	844	1	2161	1	1240	1	1479	1	647	1	856	1	768	1	773	1	760	1	900	1	584	1	586	1	2065	2	17228	29	68	1	2825	2	1874	87	40			82	61	14	40	97	81	83	76	"5bf96547ab02ea000169bd7f"	8	1	2	4	"Australian"	"Chinese"	2	25	62	18	8	23	5	4	6	4	13	23	19	21	3	12	23	25	209		2020-07-27 11:22:53	T	F	18	18	0	0	1.14	20
213			"base"	"interview"	2020-07-27 11:18:02	2	25	"5bae3f63f6afb10001f8657b"	"Forced3Forced2Forced1Forced3Forced2Forced1Forced1Forced1Forced2Forced1Forced1Forced1Forced3Forced1Forced4Forced1DV"	1	4441	1	2391	1	5437	1	2967	1	2561	1	1877	1	1837	1	1914	1	974	1	808	1	1750	1	923	1	1123	1	1041	1	1277	1	1007	2	5551	1	4351	73	43	2	4078	1	8478	26	94			34	91	68	11	44	84	41	80	"5bae3f63f6afb10001f8657b"	23	2	2	4	"British"	"English"	1	18	15	21	9	10	2	6	8	5	22	7	5	10	9	18	11	12	188		2020-07-27 11:21:10	T	F	18	18	0	0	1.27	21
214			"base"	"interview"	2020-07-27 11:18:09	2	61	"5751ddcaa300c500073d0344"	"Forced3Forced1Forced1Forced3Forced1Forced2Forced1Forced3Forced4Forced1Forced1Forced2Forced1Forced1Forced1Forced2DV"	1	24171	1	3346	1	1608	1	1685	1	1586	1	4487	1	1246	1	1018	1	1747	1	1173	1	994	1	963	1	886	1	919	1	897	1	930	2	5020	1	4882	79	12	2	5255	1	4444			2	5	60	81	31	6	-9	64	-9	78	"5751ddcaa300c500073d0344"	25	1	2	2	"Uk"	"English"	1	10	12	18	9	30	2	5	12	5	33	11	6	5	6	27	26	26	228		2020-07-27 11:22:13	T	F	18	18	5	5	1.2	21
